"","genes","pen$tagwise.dispersion"
"19106","Solyc12g009620.1.1",0.144332487204246
"9530","Solyc05g041360.1.1",0.409008418393855
"11222","Solyc06g071250.2.1",0.205622152756534
"14563","Solyc08g081370.1.1",0.104430517809
"18411","Solyc11g065380.1.1",0.0461227473801116
"20373","Solyc03g097610.2.1",1.47394830999939
"584","Solyc01g011510.2.1",0.116345049954084
"9807","Solyc05g053010.1.1",0.044843541333079
"10437","Solyc06g036430.2.1",0.0475405926924229
"18850","Solyc12g005040.1.1",0.0786338381083758
"13228","Solyc07g066180.2.1",0.620101383592938
"18772","Solyc11g072300.1.1",0.130137368980699
"1378","Solyc01g090380.2.1",0.0135329715863082
"1534","Solyc01g094380.2.1",1.09524291374045
"7764","Solyc04g050720.2.1",0.137757500235635
"9544","Solyc05g041870.1.1",0.0417217097265979
"9795","Solyc05g052840.1.1",0.157755804344017
"13357","Solyc08g006270.1.1",0.124679745606793
"4141","Solyc02g084020.2.1",0.659387005032695
"6328","Solyc03g113710.2.1",0.168582966711757
"11817","Solyc06g084570.2.1",0.085813037688226
"18155","Solyc11g031960.1.1",0.986772022815172
"3283","Solyc02g067830.2.1",0.0623319920665545
"8729","Solyc04g082930.1.1",0.526325284520368
"9131","Solyc05g010780.1.1",0.153773539182466
"11217","Solyc06g071180.2.1",0.0839342423687268
"11436","Solyc06g074160.1.1",1.29585068660882
"14812","Solyc09g007370.2.1",0.0770521948629363
"3333","Solyc02g068440.2.1",0.171420418304192
"11138","Solyc06g069000.2.1",0.206624570752106
"2152","Solyc01g103400.2.1",0.158365215749184
"5979","Solyc03g096830.2.1",0.174742274733921
"11190","Solyc06g069820.2.1",0.281971864253296
"14698","Solyc08g083220.1.1",0.239486264124396
"15595","Solyc09g072650.2.1",0.317816688400187
"1304","Solyc01g088280.1.1",0.297246430180866
"8641","Solyc04g081910.2.1",0.149036764080187
"8935","Solyc05g007790.2.1",0.586498446035212
"10811","Solyc06g061180.1.1",0.126265905625722
"13355","Solyc08g006250.1.1",0.0550256349604406
"17844","Solyc11g011040.1.1",0.200898078648181
"18034","Solyc11g017190.1.1",0.0335884324104329
"1159","Solyc01g081300.2.1",0.29032029494651
"8819","Solyc05g006160.2.1",0.926290495507061
"17386","Solyc10g085590.1.1",0.217878847286574
"17487","Solyc11g005190.1.1",0.353787166197528
"2818","Solyc02g011850.1.1",0.349909581508441
"6516","Solyc03g116150.2.1",0.0504016904154649
"11037","Solyc06g066600.2.1",0.0735489654907977
"11705","Solyc06g083200.1.1",0.0501814823173863
"19243","Solyc12g013820.1.1",0.577937804635614
"5408","Solyc03g034370.1.1",0.17813418667554
"10794","Solyc06g060940.1.1",0.124305291524834
"13567","Solyc08g014450.2.1",0.468511978819025
"13994","Solyc08g068090.2.1",0.143531221178164
"14209","Solyc08g076400.2.1",0.0889168590651561
"16622","Solyc10g045550.1.1",0.0281609712159246
"564","Solyc01g010930.2.1",0.0576534179173098
"13430","Solyc08g007320.2.1",0.097594380684121
"14265","Solyc08g077170.2.1",0.60442093201499
"16146","Solyc10g005200.2.1",0.0583237129381016
"16326","Solyc10g007710.2.1",0.463228290234676
"20134","Solyc12g099840.1.1",0.0506662992645402
"1077","Solyc01g080210.2.1",0.12018874363829
"13815","Solyc08g063000.2.1",0.110581180431827
"16607","Solyc10g045180.1.1",0.0397893864376758
"639","Solyc01g020220.1.1",0.206721821131427
"6420","Solyc03g114860.2.1",0.129792433572683
"8129","Solyc04g074280.1.1",0.372561885278169
"15157","Solyc09g014450.2.1",0.617674147517733
"16048","Solyc09g092340.2.1",0.0866988083022437
"18200","Solyc11g040330.1.1",0.109363072197743
"821","Solyc01g066060.2.1",0.154035494883396
"2905","Solyc02g023990.2.1",0.137175940450846
"3083","Solyc02g062680.2.1",0.0721516496657169
"3974","Solyc02g081830.2.1",0.134916281578677
"4192","Solyc02g084740.2.1",0.938008130044747
"10208","Solyc06g007990.2.1",0.269584119155804
"14363","Solyc08g078560.2.1",0.245171720413759
"17230","Solyc10g083210.1.1",0.240498307180295
"19448","Solyc12g035420.1.1",0.0383044897425225
"20128","Solyc12g099770.1.1",0.0819176043366101
"5413","Solyc03g034460.2.1",0.116168515245249
"7623","Solyc04g026110.2.1",0.2400931832111
"9334","Solyc05g014730.1.1",0.395050235993107
"17110","Solyc10g080680.1.1",0.0246846789373655
"275","Solyc01g006480.2.1",0.0776557076586174
"2315","Solyc01g105570.2.1",0.0369077122509111
"5508","Solyc03g051930.2.1",0.056747896483241
"7135","Solyc04g006930.2.1",0.763611002819768
"7282","Solyc04g008970.2.1",0.356398772605557
"13356","Solyc08g006260.1.1",0.122860256242147
"6441","Solyc03g115120.1.1",0.12726497042588
"8361","Solyc04g078160.2.1",0.0733036097067298
"14162","Solyc08g075770.2.1",0.0461942896822383
"20622","Solyc07g064410.1.1",1.4191123675002
"757","Solyc01g058320.2.1",0.341646246109961
"16167","Solyc10g005540.2.1",0.111898216500446
"18688","Solyc11g071220.1.1",0.158074137226215
"19156","Solyc12g010350.1.1",0.272093907965526
"1672","Solyc01g096120.2.1",0.195851064980866
"8758","Solyc05g005260.1.1",0.145832754518749
"10423","Solyc06g036100.2.1",0.332161375776323
"13595","Solyc08g016000.1.1",0.365158667918128
"14422","Solyc08g079440.1.1",0.310293389753542
"16591","Solyc10g044740.1.1",0.0487628217854844
"2366","Solyc01g106400.2.1",0.275871982626827
"4118","Solyc02g083720.2.1",0.161921485545221
"5286","Solyc03g026320.2.1",0.218641848915468
"7796","Solyc04g051600.2.1",0.0551852389530114
"8006","Solyc04g071540.2.1",0.13543444859214
"13113","Solyc07g064690.1.1",0.315134851293336
"1172","Solyc01g081450.2.1",0.613691692336673
"4366","Solyc02g087110.2.1",1.2268551577851
"9654","Solyc05g050590.2.1",0.055084078556953
"12201","Solyc07g018340.2.1",0.0460940111958133
"12324","Solyc07g040730.1.1",0.0507502941119503
"17507","Solyc11g005440.1.1",0.489809311676249
"18159","Solyc11g032050.1.1",0.630546231391217
"19069","Solyc12g009160.1.1",0.304687254114623
"1804","Solyc01g097800.2.1",0.0747735175563537
"7187","Solyc04g007600.2.1",0.0697689982552614
"11943","Solyc07g006580.2.1",0.128168730119304
"13341","Solyc08g006070.2.1",0.0533204498269481
"18522","Solyc11g066960.1.1",0.0677546589736606
"1944","Solyc01g099700.2.1",0.107952218887596
"13906","Solyc08g066640.2.1",0.117645619478995
"6679","Solyc03g118250.2.1",0.135127374470543
"11852","Solyc07g005450.2.1",0.0396205344866359
"18368","Solyc11g063520.1.1",0.225806168221565
"18996","Solyc12g007210.1.1",0.456220448031621
"10807","Solyc06g061140.2.1",0.0846815621719047
"13846","Solyc08g065630.1.1",0.048325505020923
"16688","Solyc10g049630.1.1",0.373253537538247
"16818","Solyc10g061960.1.1",0.0415893469702688
"19424","Solyc12g027850.1.1",0.243066446197526
"4261","Solyc02g085650.2.1",0.314369388261044
"15121","Solyc09g011820.2.1",1.02265597964182
"2478","Solyc01g108130.2.1",0.0769326933676073
"13581","Solyc08g015680.1.1",0.0745691489193712
"14201","Solyc08g076300.2.1",0.119735961074283
"14374","Solyc08g078690.2.1",0.101598592314098
"15686","Solyc09g075110.1.1",0.268988383350649
"16252","Solyc10g006610.2.1",0.24781045545051
"18646","Solyc11g069570.1.1",0.313852707620762
"1288","Solyc01g088060.2.1",0.0305410108506788
"4840","Solyc02g093550.2.1",0.582522018871065
"9203","Solyc05g012690.2.1",0.110349422662469
"10547","Solyc06g050990.2.1",0.072764123424767
"10716","Solyc06g059730.1.1",1.89829066643539
"13658","Solyc08g029150.1.1",0.0454756192466037
"2658","Solyc01g110580.2.1",0.260817718586299
"5605","Solyc03g063480.2.1",0.277923354970289
"7345","Solyc04g009900.2.1",0.304683185340735
"9836","Solyc05g053430.2.1",0.512897993461287
"17190","Solyc10g081630.1.1",0.165114705974152
"19408","Solyc12g021310.1.1",0.0379930024732996
"1268","Solyc01g087800.2.1",2.85325968168367
"1571","Solyc01g094820.2.1",0.337198041841499
"15826","Solyc09g083120.2.1",1.05799180737242
"17621","Solyc11g007000.1.1",0.26473353702711
"19546","Solyc12g042000.1.1",0.322861075595605
"19719","Solyc12g056410.1.1",0.307342949699757
"5660","Solyc03g078100.2.1",0.257541016662842
"12533","Solyc07g045520.2.1",0.0497878528052889
"15491","Solyc09g064870.2.1",0.857502246567405
"2398","Solyc01g106940.2.1",0.0174121503199064
"17617","Solyc11g006940.1.1",0.138204438691534
"8356","Solyc04g078110.1.1",0.111542270494309
"17008","Solyc10g079280.1.1",0.16187778303491
"19083","Solyc12g009340.1.1",0.106019219423972
"12502","Solyc07g045140.2.1",0.250449628470071
"12505","Solyc07g045180.2.1",0.169243533217332
"13824","Solyc08g065140.1.1",0.102157766134902
"17391","Solyc10g085660.1.1",0.20595134479034
"9991","Solyc05g055630.2.1",0.0168721403128736
"11008","Solyc06g066090.2.1",0.0616536764831481
"19510","Solyc12g038590.1.1",0.0326702733450496
"12691","Solyc07g053290.2.1",0.115704478005091
"9580","Solyc05g046110.2.1",0.571511685515907
"10429","Solyc06g036290.2.1",0.362799154555152
"13522","Solyc08g013690.1.1",0.0840884418422758
"13543","Solyc08g014030.1.1",0.189711349843967
"15348","Solyc09g056390.1.1",0.405506442481525
"16440","Solyc10g009320.2.1",0.277338310077913
"16645","Solyc10g047260.1.1",0.00167787621529608
"2462","Solyc01g107910.2.1",0.378240116831081
"2739","Solyc01g111670.2.1",0.22601259967121
"5485","Solyc03g045140.2.1",0.265197983162243
"4778","Solyc02g092840.1.1",0.0617387810318306
"9002","Solyc05g008750.2.1",0.138454571534444
"15372","Solyc09g058990.2.1",0.180763320230365
"17017","Solyc10g079440.1.1",0.0245683419855008
"3817","Solyc02g079510.2.1",0.676517756218878
"9312","Solyc05g014250.2.1",0.407161592465654
"11721","Solyc06g083430.1.1",0.0762871030442044
"12381","Solyc07g042000.2.1",0.303438780334813
"13936","Solyc08g067070.2.1",0.0774364806698296
"14251","Solyc08g076990.2.1",0.392275807992499
"15524","Solyc09g065370.1.1",0.179983392525971
"17367","Solyc10g085310.1.1",0.216348337430963
"811","Solyc01g065710.2.1",0.0414674316547952
"6568","Solyc03g116930.2.1",0.0638358351108106
"10384","Solyc06g034140.1.1",0.0493668632005137
"15551","Solyc09g065780.2.1",0.824542295917898
"8769","Solyc05g005540.2.1",0.153902529352368
"16840","Solyc10g074600.1.1",0.114233100770529
"16935","Solyc10g078250.1.1",0.492183420747333
"650","Solyc01g022740.2.1",0.0793814181689817
"3273","Solyc02g067690.2.1",0.23742163174856
"7192","Solyc04g007690.2.1",0.153523042064587
"6942","Solyc03g121530.2.1",0.177178260619134
"8203","Solyc04g076200.2.1",0.398175397585991
"9238","Solyc05g013240.2.1",0.363129671779039
"9612","Solyc05g048770.2.1",0.0421136944145193
"12508","Solyc07g045220.2.1",0.0664111870731195
"20075","Solyc12g098960.1.1",0.103972347810825
"5706","Solyc03g080040.1.1",0.145722344543711
"7341","Solyc04g009830.2.1",0.0360841267543993
"7670","Solyc04g045550.1.1",0.309681968868863
"8412","Solyc04g078890.2.1",0.0684022607264351
"11760","Solyc06g083880.2.1",0.476847180189228
"13018","Solyc07g063310.2.1",0.0831585296301908
"15422","Solyc09g061460.1.1",0.724681433706385
"21839","Solyc08g081620.2.1",2.03276670169354
"4479","Solyc02g088620.2.1",0.100442154288365
"15067","Solyc09g010920.1.1",0.120417572462729
"17410","Solyc10g085950.1.1",0.348156878832029
"19192","Solyc12g010960.1.1",0.467497724879718
"7175","Solyc04g007420.2.1",0.0192752371077315
"11339","Solyc06g072980.2.1",0.16659829197135
"6269","Solyc03g112880.1.1",0.139296858258569
"15237","Solyc09g018710.2.1",0.0467767258097603
"16447","Solyc10g009420.2.1",0.0167348952279591
"16681","Solyc10g049470.1.1",0.268600800992361
"19360","Solyc12g017920.1.1",0.0158458682557048
"3809","Solyc02g079370.2.1",0.384650124759745
"8399","Solyc04g078740.2.1",0.293671771076938
"19566","Solyc12g042540.1.1",0.0993742476082799
"3807","Solyc02g079340.2.1",0.21119685729998
"10634","Solyc06g053440.2.1",0.488559612463074
"12810","Solyc07g055140.2.1",0.0853694469322665
"17274","Solyc10g083910.1.1",0.0774613187598182
"19694","Solyc12g055990.1.1",0.0450046500226982
"853","Solyc01g066940.2.1",0.132168079501512
"2102","Solyc01g102740.2.1",0.568536618418846
"4406","Solyc02g087600.2.1",0.203447302320067
"4500","Solyc02g088920.2.1",0.0457087934839768
"5111","Solyc03g007510.2.1",0.0759701611178701
"10400","Solyc06g035580.2.1",0.198511333165424
"10629","Solyc06g053370.1.1",0.0663293585142229
"12133","Solyc07g014640.2.1",0.165943522337117
"18084","Solyc11g020180.1.1",0.0303915677814272
"4569","Solyc02g089880.2.1",0.0795873371038118
"6403","Solyc03g114670.2.1",0.149948094832798
"9126","Solyc05g010680.1.1",0.121410545421139
"9817","Solyc05g053200.1.1",0.148861719612767
"12097","Solyc07g008730.1.1",0.110665443308217
"12192","Solyc07g018140.2.1",1.9734668883266
"14369","Solyc08g078630.2.1",0.0326075846366396
"14934","Solyc09g009130.2.1",0.491542324971039
"15881","Solyc09g090020.2.1",0.0497458097565993
"15626","Solyc09g074230.2.1",0.0946858079990759
"4571","Solyc02g089900.1.1",0.0604846716584071
"5042","Solyc03g006670.2.1",0.0734174237936078
"6624","Solyc03g117630.1.1",0.444408915843969
"8940","Solyc05g007840.2.1",0.125352070403885
"10322","Solyc06g010170.2.1",0.250871648337487
"15408","Solyc09g061230.2.1",0.166558913243625
"15598","Solyc09g072680.1.1",0.029710941722908
"17378","Solyc10g085450.1.1",0.0823169213891018
"17744","Solyc11g008720.1.1",0.148238342937129
"2444","Solyc01g107630.2.1",0.0193895368788735
"8944","Solyc05g007890.2.1",0.0430580028768348
"12104","Solyc07g008850.2.1",0.0997103740731603
"12154","Solyc07g017250.2.1",0.0723567200012717
"18073","Solyc11g019920.1.1",0.0256503559595107
"266","Solyc01g006340.2.1",0.0859272420244466
"13442","Solyc08g007440.1.1",0.0359380434527417
"14539","Solyc08g081110.2.1",0.279420829377963
"16648","Solyc10g047300.1.1",0.179733882433341
"3676","Solyc02g077670.2.1",0.197936835620623
"9071","Solyc05g009760.1.1",1.51169224229923
"14671","Solyc08g082870.2.1",0.35929752421024
"492","Solyc01g009610.2.1",0.0503174164255374
"15365","Solyc09g057880.2.1",0.0701994612743332
"19933","Solyc12g095810.1.1",0.161265069969544
"3260","Solyc02g067480.2.1",0.158772691957018
"3337","Solyc02g068500.2.1",0.0473685732046697
"6094","Solyc03g098330.2.1",0.0878752969325727
"12699","Solyc07g053410.2.1",0.179507131915925
"14290","Solyc08g077470.2.1",0.0253686353381304
"16230","Solyc10g006320.2.1",0.0751013792345767
"15840","Solyc09g083320.1.1",0.0665651136735779
"16112","Solyc09g098310.2.1",0.0677324905958226
"8295","Solyc04g077340.2.1",0.272752297693249
"10689","Solyc06g054340.1.1",0.0399842612847425
"11036","Solyc06g066580.2.1",0.13880887706695
"14842","Solyc09g007790.1.1",0.488072750768102
"15305","Solyc09g047870.2.1",0.0485828048565014
"17554","Solyc11g006130.1.1",0.0280578843033058
"18836","Solyc11g073200.1.1",0.418505202856998
"19657","Solyc12g049340.1.1",0.164256939389661
"1962","Solyc01g099910.2.1",0.136155728823568
"2785","Solyc01g112220.2.1",0.0928241593330922
"3663","Solyc02g077470.2.1",0.0493840309854195
"10849","Solyc06g062770.2.1",0.0844747361491773
"17331","Solyc10g084830.1.1",0.0712142809964028
"18664","Solyc11g069830.1.1",0.0772982581371295
"21504","Solyc00g230080.1.1",0.903235999618108
"2112","Solyc01g102850.1.1",1.67092646826999
"2399","Solyc01g106950.2.1",0.0127320974997832
"2885","Solyc02g021550.2.1",0.0506407359285239
"9616","Solyc05g048850.2.1",0.0457184739028958
"11401","Solyc06g073760.2.1",0.265170702726936
"12368","Solyc07g041730.2.1",0.271928646810845
"13966","Solyc08g067750.1.1",0.0824380626195011
"14950","Solyc09g009340.1.1",0.220026071557958
"15254","Solyc09g020010.1.1",0.183924095440728
"18620","Solyc11g069300.1.1",0.0389921521006307
"6009","Solyc03g097180.2.1",0.163251596296152
"7272","Solyc04g008830.1.1",0.0580971136474345
"13193","Solyc07g065740.2.1",0.0316783708082924
"14730","Solyc09g005280.2.1",0.0929194458085376
"865","Solyc01g067210.2.1",0.0468063733981098
"4572","Solyc02g089930.2.1",0.580126041084271
"9850","Solyc05g053690.1.1",0.0462544327927418
"20881","Solyc12g044190.1.1",2.50512964346915
"1248","Solyc01g087550.2.1",0.12199595279881
"2928","Solyc02g031740.2.1",0.37256999635047
"4431","Solyc02g087940.2.1",0.182531400060508
"13495","Solyc08g008280.2.1",0.0537683797488751
"12721","Solyc07g053670.2.1",0.129274603780336
"13683","Solyc08g042000.2.1",0.710061457594908
"7582","Solyc04g024530.2.1",0.103468625332871
"10399","Solyc06g035530.2.1",0.675493960949396
"10889","Solyc06g063260.2.1",0.0774193514639626
"17919","Solyc11g012260.1.1",0.411660399099956
"18762","Solyc11g072180.1.1",0.0618861108053646
"1573","Solyc01g094840.2.1",0.0659467016900168
"1872","Solyc01g098750.2.1",0.471505806963015
"6594","Solyc03g117270.1.1",0.163517738692767
"11694","Solyc06g083060.2.1",0.198870702277809
"12095","Solyc07g008710.2.1",0.163302040167537
"13311","Solyc08g005560.2.1",0.414934505378787
"21617","Solyc02g091140.2.1",1.05602536159251
"3802","Solyc02g079260.1.1",0.0592186536798984
"4735","Solyc02g092320.2.1",0.10241184568323
"6572","Solyc03g117000.2.1",0.0805567216704924
"8794","Solyc05g005860.1.1",0.221488785193341
"12390","Solyc07g042160.2.1",0.229229897056872
"13375","Solyc08g006560.2.1",0.159296829778323
"15767","Solyc09g082170.2.1",0.0682382672006746
"17568","Solyc11g006360.1.1",0.426659756401832
"20065","Solyc12g098810.1.1",0.0496250714463152
"2644","Solyc01g110400.2.1",0.131772320218947
"4396","Solyc02g087440.2.1",0.114524416850454
"14996","Solyc09g009960.2.1",0.0439449633903205
"17584","Solyc11g006540.1.1",0.0747264673372655
"19339","Solyc12g017440.1.1",0.153248971146021
"2111","Solyc01g102840.2.1",0.101635764953509
"3862","Solyc02g080230.2.1",0.162172180984736
"6226","Solyc03g112340.1.1",0.0325525265839007
"6399","Solyc03g114580.2.1",0.545032453315665
"6902","Solyc03g120990.2.1",0.305930447518085
"14036","Solyc08g068810.2.1",0.196007919123631
"14728","Solyc09g005260.2.1",0.118293503609251
"17872","Solyc11g011440.1.1",0.763106173554602
"18378","Solyc11g064870.1.1",0.0270618434480431
"4183","Solyc02g084650.2.1",0.588707263032208
"5585","Solyc03g063040.2.1",0.695395079004559
"11879","Solyc07g005750.2.1",0.0702815497863428
"16615","Solyc10g045350.1.1",0.0702066481243768
"17654","Solyc11g007540.1.1",0.367952295398658
"18596","Solyc11g068980.1.1",0.185751186133403
"918","Solyc01g068060.2.1",0.305066850194717
"1167","Solyc01g081400.2.1",0.152758912526346
"6931","Solyc03g121370.2.1",0.205700444204736
"12267","Solyc07g026640.1.1",0.0792915507613835
"354","Solyc01g007620.2.1",0.563107073913348
"5168","Solyc03g019770.2.1",0.129100685565128
"6470","Solyc03g115560.2.1",0.107022836388054
"13318","Solyc08g005670.2.1",0.363727466445288
"16097","Solyc09g098130.1.1",0.0857040679232787
"16104","Solyc09g098220.2.1",0.0493161381692259
"423","Solyc01g008490.2.1",0.0467990503684125
"2443","Solyc01g107620.2.1",0.0853004488842102
"8588","Solyc04g081220.2.1",0.125833050798989
"8861","Solyc05g006810.2.1",0.16009110170816
"15489","Solyc09g064850.2.1",0.0680735375871011
"18878","Solyc12g005350.1.1",1.24959209304751
"647","Solyc01g021640.2.1",0.0800905774926318
"4688","Solyc02g091700.2.1",0.424368742943123
"5856","Solyc03g093400.2.1",0.737635540678021
"7586","Solyc04g024590.2.1",0.122135498878729
"10714","Solyc06g059710.2.1",0.223073313892206
"13158","Solyc07g065250.2.1",0.161803550445908
"13979","Solyc08g067900.2.1",0.214950570629199
"18095","Solyc11g020680.1.1",0.186895058705283
"10825","Solyc06g062370.2.1",0.219657767842173
"12997","Solyc07g063070.1.1",0.0661086025591881
"15225","Solyc09g018340.2.1",0.12704893229012
"15620","Solyc09g074050.2.1",0.219026937113119
"17592","Solyc11g006640.1.1",0.555239716689781
"3422","Solyc02g069670.2.1",0.156924891797665
"5584","Solyc03g063030.2.1",0.692698900265949
"12910","Solyc07g061740.2.1",0.897111616273733
"13208","Solyc07g065930.2.1",0.501441130846284
"14108","Solyc08g075070.2.1",0.163332405413962
"14914","Solyc09g008810.2.1",0.558206551211284
"19338","Solyc12g017430.1.1",0.176755150346183
"381","Solyc01g007950.2.1",0.063206562361573
"979","Solyc01g073930.2.1",0.0970478928172312
"8175","Solyc04g074870.2.1",0.328008473154263
"10127","Solyc06g005900.2.1",0.131221897323188
"11870","Solyc07g005650.2.1",0.0337500952474282
"13553","Solyc08g014190.2.1",1.24059303183634
"15293","Solyc09g042380.1.1",0.09273704827937
"16803","Solyc10g055680.1.1",0.668926269059658
"14198","Solyc08g076230.1.1",0.277280446216148
"14971","Solyc09g009670.2.1",0.124694007468741
"16884","Solyc10g076410.1.1",0.103923893470035
"16913","Solyc10g076930.1.1",0.0907853069431515
"18296","Solyc11g045370.1.1",0.0790375263806645
"586","Solyc01g013900.2.1",0.204024179561551
"17524","Solyc11g005700.1.1",0.147024044706024
"17216","Solyc10g082000.1.1",0.176617586005826
"16650","Solyc10g047350.1.1",0.155843986984882
"7537","Solyc04g016190.1.1",0.297230231596296
"360","Solyc01g007700.2.1",0.454880896071495
"8859","Solyc05g006780.2.1",0.318940548948041
"13572","Solyc08g014570.2.1",0.0526318528779667
"13920","Solyc08g066860.2.1",0.0793133728705062
"15664","Solyc09g074840.2.1",0.18951488798208
"17736","Solyc11g008610.1.1",0.160469959302232
"18049","Solyc11g017400.1.1",0.0144235665751332
"19249","Solyc12g013910.1.1",0.0600282393045833
"19606","Solyc12g044270.1.1",0.641621670874963
"20776","Solyc10g052650.1.1",0.921737867911849
"6251","Solyc03g112650.2.1",0.0168872249561984
"6644","Solyc03g117850.2.1",0.44869192397242
"10993","Solyc06g065920.2.1",0.0465162856347905
"12783","Solyc07g054680.2.1",0.035889531362126
"12827","Solyc07g055310.1.1",0.0884943720340292
"15558","Solyc09g065850.2.1",0.442441059997171
"16014","Solyc09g091880.2.1",0.22332588399892
"18963","Solyc12g006800.1.1",0.237544762399001
"2400","Solyc01g107010.2.1",0.0280015745038572
"15174","Solyc09g014900.2.1",0.033387005631405
"940","Solyc01g068340.2.1",0.31847471794188
"2569","Solyc01g109400.2.1",0.031996448778739
"9605","Solyc05g047640.2.1",0.060812116055678
"12037","Solyc07g007850.2.1",0.10605714776631
"13503","Solyc08g008370.2.1",0.134934389889054
"14297","Solyc08g077560.2.1",0.093220359446008
"14902","Solyc09g008630.2.1",0.483791442596426
"15111","Solyc09g011660.2.1",0.299161431236561
"13010","Solyc07g063220.2.1",0.206307764529391
"15749","Solyc09g075950.1.1",0.167808998089
"16592","Solyc10g044750.1.1",0.0844711965621026
"17672","Solyc11g007740.1.1",0.182048024340186
"18936","Solyc12g006330.1.1",0.266335540277573
"3374","Solyc02g069070.2.1",0.396334431004934
"9632","Solyc05g050130.2.1",0.761306773718341
"18356","Solyc11g062320.1.1",0.154992517076484
"1917","Solyc01g099340.2.1",0.169770179543011
"12059","Solyc07g008150.2.1",0.0549113816568904
"12517","Solyc07g045340.2.1",0.185232885248529
"15360","Solyc09g057710.2.1",0.155759584058068
"15456","Solyc09g064290.1.1",0.46623409424858
"8219","Solyc04g076360.2.1",0.130909845882912
"12041","Solyc07g007920.1.1",0.751887258048545
"17308","Solyc10g084430.1.1",0.78236970726885
"17883","Solyc11g011620.1.1",0.0478049740221315
"21059","Solyc03g034210.1.1",0.566572967721516
"6967","Solyc03g121840.2.1",0.0420151569314366
"6994","Solyc03g122240.2.1",0.135615415206719
"7070","Solyc04g005100.2.1",0.872515230881218
"12943","Solyc07g062270.2.1",0.149765901997113
"13455","Solyc08g007640.1.1",0.260940809995506
"16420","Solyc10g009060.1.1",0.0734770066831261
"17671","Solyc11g007730.1.1",0.0769307778325255
"442","Solyc01g008800.1.1",0.156070745926212
"2142","Solyc01g103220.2.1",0.263631288010967
"176","Solyc01g005000.2.1",0.150853126102576
"6887","Solyc03g120840.1.1",0.440023840370978
"7245","Solyc04g008540.2.1",0.101636649621682
"8570","Solyc04g080950.2.1",0.138592568415128
"11608","Solyc06g076900.2.1",0.112942941008121
"12710","Solyc07g053560.2.1",0.0270373392572423
"2792","Solyc01g112300.2.1",0.290276536131522
"6379","Solyc03g114330.2.1",0.168784949303029
"9743","Solyc05g052050.1.1",0.411801449043445
"13579","Solyc08g015660.2.1",0.112929628252718
"16207","Solyc10g006010.2.1",0.072859633718304
"5602","Solyc03g063390.1.1",0.149019139853982
"5655","Solyc03g078020.2.1",0.0334920828806465
"11084","Solyc06g068270.2.1",0.881105524095707
"13623","Solyc08g021920.2.1",0.123266742258929
"13698","Solyc08g044270.2.1",0.0644842098827283
"14091","Solyc08g074640.1.1",0.376212142347011
"15575","Solyc09g066140.2.1",0.101595727265164
"16325","Solyc10g007700.2.1",0.0586585966441752
"18388","Solyc11g065040.1.1",0.0641510020263444
"4663","Solyc02g091330.2.1",0.0323673268055996
"5432","Solyc03g043930.2.1",0.0245495542791006
"17802","Solyc11g010460.1.1",0.743565962521673
"18559","Solyc11g068460.1.1",0.0916507170566287
"1418","Solyc01g090920.2.1",0.0703771000077483
"1681","Solyc01g096230.2.1",0.236307561831248
"3228","Solyc02g066980.1.1",0.589900164424981
"9830","Solyc05g053330.2.1",0.0584260826241612
"13585","Solyc08g015770.2.1",0.755128141140102
"13990","Solyc08g068040.2.1",0.12490219848616
"16393","Solyc10g008670.2.1",0.114596976366285
"16620","Solyc10g045490.1.1",0.0838278673955201
"8094","Solyc04g072840.2.1",0.070983169456745
"13993","Solyc08g068070.2.1",0.133023342186444
"18975","Solyc12g006970.1.1",0.272586275518651
"5475","Solyc03g044910.1.1",0.273346682320932
"11689","Solyc06g083010.1.1",0.127982355726254
"14794","Solyc09g007190.2.1",0.214103877932342
"1003","Solyc01g079260.2.1",0.245250094047203
"10732","Solyc06g060080.2.1",0.186032524424189
"11931","Solyc07g006400.1.1",0.126902776381426
"14819","Solyc09g007460.2.1",0.0722224010901465
"15011","Solyc09g010140.1.1",0.0459339657719342
"2576","Solyc01g109470.2.1",0.31242679749508
"11012","Solyc06g066210.1.1",0.175843433676189
"12607","Solyc07g049630.1.1",0.0841910859255449
"438","Solyc01g008760.2.1",0.0521545775837595
"4422","Solyc02g087800.2.1",0.0472789576019496
"9093","Solyc05g010080.2.1",0.186339033507143
"9585","Solyc05g046270.2.1",0.231242808392345
"15656","Solyc09g074690.2.1",0.0938852780046897
"3217","Solyc02g065720.2.1",0.309122037362322
"10510","Solyc06g050210.2.1",0.0545991522873015
"18268","Solyc11g044960.1.1",0.0499143362564724
"19527","Solyc12g040390.1.1",0.100676280736021
"8901","Solyc05g007290.1.1",0.346622975946764
"9652","Solyc05g050570.2.1",0.294495092857304
"9772","Solyc05g052560.1.1",0.128201288802015
"12802","Solyc07g055030.1.1",0.0395348755194332
"15161","Solyc09g014510.2.1",0.14454864596957
"3362","Solyc02g068890.2.1",0.0862896407815416
"5023","Solyc03g006400.2.1",0.180355616487206
"5032","Solyc03g006560.2.1",0.125756828381539
"8990","Solyc05g008510.2.1",0.109273370551029
"10306","Solyc06g009670.2.1",0.184680222658503
"14377","Solyc08g078740.1.1",0.0338223115059585
"645","Solyc01g020520.2.1",0.0676380015880083
"4300","Solyc02g086200.1.1",0.0529035550133635
"13436","Solyc08g007380.2.1",0.0680872353656041
